MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
RL,2007.0,8.0,5,12568,774.0,0,3,,8,281500
RL,2005.0,7.0,5,9926,878.0,0,3,2.0,7,245700
RL,2005.0,8.0,5,9254,554.0,0,3,2.0,7,232698
RL,2006.0,8.0,5,10732,876.0,0,3,2.0,7,250000
RL,2005.0,6.0,5,7577,460.0,0,2,,6,194700
RL,2005.0,6.0,5,3901,631.0,0,1,1.0,5,204000
RL,,6.0,5,3903,631.0,0,1,,5,200000
RL,,6.0,5,6289,460.0,0,2,2.0,6,207000
RL,2006.0,8.0,5,4590,627.0,0,2,,6,209500
RL,2006.0,8.0,5,4590,627.0,0,2,2.0,6,209500
RL,,8.0,5,6442,484.0,0,2,2.0,6,202500
RL,2005.0,9.0,5,7841,564.0,0,2,2.0,6,280000
RL,2005.0,9.0,5,7313,556.0,0,2,2.0,6,277500
RL,2007.0,9.0,5,7820,617.0,0,2,,6,318061
RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,221370
RL,,7.0,5,3242,478.0,0,2,2.0,6,200000
RL,,6.0,5,15810,572.0,0,3,,7,181755
RL,2005.0,6.0,5,10237,400.0,0,3,,6,176000
RL,2005.0,6.0,5,10237,393.0,0,3,2.0,8,178900
RL,2006.0,7.0,5,13204,454.0,0,3,2.0,6,168165
RL,2006.0,6.0,5,8857,440.0,0,3,,7,171925
RL,2006.0,6.0,5,9729,350.0,0,3,2.0,6,198444
RL,2005.0,6.0,5,12216,388.0,0,3,2.0,6,203000
RL,2007.0,7.0,5,9018,400.0,0,3,2.0,8,179540
RL,2007.0,7.0,5,8993,436.0,0,3,2.0,6,176485
RL,,7.0,5,8899,396.0,0,3,2.0,6,181134
RL,2006.0,6.0,5,8499,432.0,0,3,2.0,6,156932
RL,2007.0,6.0,5,8229,440.0,0,3,2.0,6,166000
RL,2007.0,7.0,5,7713,400.0,0,3,2.0,7,177594
RL,2007.0,7.0,6,7697,462.0,0,3,2.0,6,173500
RL,2006.0,7.0,5,3922,648.0,0,2,2.0,6,172500
RL,2006.0,7.0,5,3922,648.0,0,2,,7,194201
RL,2003.0,8.0,5,3621,630.0,0,2,2.0,7,226500
RL,2007.0,7.0,5,3710,388.0,0,2,2.0,6,185485
RL,2004.0,7.0,5,14572,630.0,0,3,2.0,7,259000
RL,,7.0,5,16219,437.0,0,2,2.0,5,188500
RL,2004.0,7.0,5,11084,400.0,0,3,2.0,8,175000
RL,2004.0,7.0,5,11796,434.0,0,4,2.0,8,215000
RL,2006.0,7.0,5,10936,534.0,0,3,2.0,6,206580
RL,,7.0,5,8244,440.0,0,3,2.0,7,183500
RL,2003.0,7.0,5,11950,400.0,0,3,2.0,7,165500
RL,2003.0,7.0,5,7875,434.0,0,4,,8,211000
RL,,6.0,5,8063,463.0,0,3,2.0,7,181000
RL,2002.0,7.0,5,8740,435.0,0,4,2.0,8,219500
RL,1999.0,6.0,5,7917,460.0,0,3,2.0,7,175000
RL,2000.0,7.0,5,9967,400.0,0,3,2.0,8,170000
RL,2003.0,7.0,5,7750,400.0,0,3,2.0,6,162000
RL,,6.0,5,9487,442.0,0,3,,7,187000
RL,,6.0,5,9649,460.0,0,3,2.0,7,185000
RL,1996.0,10.0,5,15623,813.0,555,4,3.0,10,745000
RL,,8.0,5,12191,925.0,0,4,2.0,8,384500
RL,2000.0,8.0,5,11000,648.0,0,4,2.0,8,248000
RL,,10.0,5,11400,804.0,0,2,,8,466500
RL,1998.0,9.0,5,10557,806.0,0,4,2.0,9,410000
RL,1998.0,8.0,5,11002,758.0,0,4,2.0,9,322500
RL,1998.0,7.0,5,10790,600.0,0,4,2.0,8,252000
RL,1994.0,10.0,6,21535,832.0,0,4,3.0,10,755000
RL,1996.0,7.0,5,9920,455.0,0,3,,8,269790
RL,1996.0,7.0,5,11787,834.0,0,3,,8,315750
RL,1995.0,7.0,5,9950,721.0,0,4,2.0,9,290000
RL,1995.0,8.0,5,12257,752.0,0,4,2.0,9,290000
RL,1992.0,8.0,5,12692,546.0,0,4,3.0,10,430000
RL,1992.0,8.0,5,11762,517.0,0,4,2.0,9,263000
RL,,8.0,5,9044,933.0,0,4,,8,330000
RL,2007.0,,6,9910,605.0,0,3,2.0,5,213133
RL,2007.0,8.0,5,11830,852.0,0,3,2.0,6,260261
RL,2006.0,9.0,5,11670,788.0,0,3,2.0,8,320000
RL,2007.0,8.0,5,15256,754.0,0,3,,6,282922
RL,2006.0,8.0,5,10612,484.0,0,3,2.0,7,215000
RL,2007.0,10.0,5,12291,1092.0,0,1,2.0,6,419005
RL,2006.0,8.0,5,13501,865.0,0,3,2.0,8,255000
RL,2006.0,8.0,5,9986,895.0,0,2,2.0,7,147000
RL,2007.0,7.0,5,9965,480.0,0,3,3.0,6,235876
RL,2007.0,7.0,5,9416,786.0,0,3,2.0,8,311872
RL,2007.0,7.0,6,9849,954.0,0,3,2.0,7,248328
RL,2006.0,8.0,5,10000,825.0,0,3,2.0,7,227000
RL,,8.0,5,8847,484.0,0,3,2.0,7,260000
RL,2007.0,8.0,5,9158,474.0,0,3,2.0,7,225000
RL,2005.0,7.0,5,8251,672.0,0,3,2.0,7,249000
RL,,8.0,5,10084,636.0,0,3,2.0,7,307000
RL,2006.0,7.0,5,9605,574.0,0,3,,7,250000
RL,2006.0,8.0,5,8778,859.0,0,3,2.0,7,221300
FV,2007.0,8.0,5,8640,598.0,0,3,,6,208900
FV,,7.0,5,9000,575.0,0,3,,6,210400
FV,,8.0,5,8640,590.0,0,3,2.0,8,255000
FV,2007.0,5.0,5,10411,561.0,0,3,3.0,8,212109
FV,2006.0,8.0,5,9000,1025.0,0,3,,8,270000
FV,2007.0,8.0,5,9000,550.0,0,4,2.0,11,303477
FV,2007.0,8.0,5,12217,880.0,0,3,2.0,8,310013
FV,2006.0,8.0,5,11096,826.0,0,3,2.0,7,249700
FV,2007.0,7.0,6,10207,578.0,0,3,3.0,7,227875
FV,,8.0,5,10440,594.0,0,2,2.0,6,261329
FV,2006.0,8.0,5,11824,658.0,0,2,2.0,5,253000
FV,2004.0,6.0,5,10625,744.0,0,4,2.0,9,265000
FV,,8.0,5,11143,610.0,0,4,3.0,8,340000
RL,2006.0,6.0,5,7500,0.0,0,3,,6,146000
RL,2006.0,7.0,5,7500,0.0,0,3,1.0,5,147000
RL,2003.0,5.0,5,12450,576.0,0,3,1.0,6,149000
RL,2006.0,7.0,5,7441,566.0,0,3,,7,181000
RL,,6.0,5,8462,471.0,0,3,2.0,7,201000
RL,1993.0,6.0,5,11613,492.0,0,3,2.0,7,191750
RL,2000.0,7.0,5,8450,539.0,0,3,,6,179000
RL,1998.0,7.0,5,16196,514.0,0,3,2.0,5,215000
RL,1992.0,6.0,5,8012,529.0,0,2,2.0,5,179200
RL,1980.0,6.0,5,8012,283.0,0,2,1.0,5,128000
RL,1983.0,5.0,7,9180,504.0,0,2,1.0,5,144000
RH,,5.0,5,8400,630.0,0,4,2.0,10,144000
RL,1977.0,5.0,5,6285,308.0,0,2,1.0,5,120750
RL,1963.0,5.0,6,8480,624.0,0,2,,5,132500
RL,1962.0,5.0,5,7420,576.0,0,3,,6,132000
RL,1962.0,5.0,7,7758,264.0,0,3,1.0,6,132500
RL,1961.0,4.0,5,6970,544.0,0,3,,5,129000
RL,1962.0,5.0,5,13673,349.0,0,3,1.0,8,143900
RL,1968.0,,7,7476,686.0,0,3,1.0,5,145000
RL,1961.0,5.0,5,9945,572.0,0,3,,5,128500
RL,,5.0,6,6173,288.0,0,3,,6,125500
RL,1990.0,7.0,5,19522,564.0,0,3,2.0,7,300000
RL,1974.0,7.0,7,17542,518.0,0,3,2.0,9,294000
RL,1974.0,5.0,5,10751,431.0,0,2,1.0,5,129000
RL,,5.0,5,16647,611.0,0,3,2.0,6,171000
RL,1973.0,6.0,7,12712,542.0,0,2,1.0,5,147000
RL,1990.0,8.0,5,9572,750.0,0,4,,9,302000
RL,1992.0,8.0,5,10678,541.0,0,4,,9,285000
FV,2004.0,8.0,5,4379,540.0,0,2,,6,214000
FV,2006.0,8.0,5,3523,484.0,0,2,2.0,5,166000
FV,2006.0,8.0,5,3784,476.0,0,2,2.0,5,193800
FV,2006.0,7.0,5,4230,466.0,0,2,2.0,5,208900
FV,2006.0,7.0,5,3606,466.0,0,2,2.0,5,194000
FV,2006.0,8.0,5,5330,528.0,0,2,2.0,5,207500
FV,2006.0,7.0,5,4274,569.0,0,1,1.0,4,199900
FV,2006.0,7.0,5,4251,528.0,0,2,2.0,5,164700
FV,1999.0,6.0,5,2280,440.0,0,3,2.0,6,176500
FV,,,5,3230,440.0,0,2,,5,176000
FV,,6.0,5,2117,440.0,0,2,,4,168500
FV,2000.0,6.0,5,2117,440.0,0,3,2.0,4,177000
FV,2000.0,6.0,5,2117,440.0,0,3,2.0,5,177000
FV,2004.0,7.0,5,5105,480.0,0,2,,4,148800
FV,,8.0,5,2645,492.0,0,2,2.0,5,174000
FV,1997.0,7.0,5,7399,576.0,0,3,2.0,7,239000
FV,1999.0,7.0,5,7321,625.0,0,3,2.0,5,204000
FV,,8.0,5,8010,552.0,0,3,2.0,8,301000
FV,1998.0,8.0,5,8413,1105.0,0,3,2.0,8,312500
RL,1994.0,8.0,5,9466,478.0,0,1,1.0,5,279700
RL,1980.0,7.0,6,12000,546.0,0,3,,8,255000
RL,1978.0,5.0,7,16157,588.0,0,2,1.0,5,194000
RL,1976.0,,8,10768,528.0,0,3,2.0,6,218000
RL,1978.0,8.0,6,3840,571.0,0,1,1.0,4,213750
RL,,6.0,7,9600,512.0,0,3,2.0,7,187000
RL,1976.0,6.0,8,9600,460.0,0,3,2.0,6,181500
RL,1981.0,8.0,5,17778,676.0,0,2,,7,373000
RL,1977.0,5.0,5,18890,600.0,0,4,2.0,12,190000
FV,2001.0,7.0,5,7050,650.0,0,3,2.0,7,226000
RL,,6.0,6,11700,412.0,0,3,1.0,7,143450
RL,1970.0,6.0,6,8000,570.0,0,4,2.0,8,240050
RL,,6.0,6,8723,480.0,0,3,1.0,6,162500
RL,1968.0,6.0,5,11700,528.0,0,3,1.0,6,164000
RL,1972.0,7.0,7,11358,515.0,0,3,2.0,8,185000
RL,1993.0,7.0,6,9547,472.0,0,2,2.0,6,188500
RL,1993.0,7.0,6,10530,473.0,0,3,2.0,8,255000
RL,1976.0,5.0,6,11500,528.0,0,4,2.0,8,136905
RL,1966.0,6.0,7,10738,484.0,0,3,2.0,6,158500
RL,1973.0,7.0,6,9600,528.0,0,3,1.0,6,175500
RL,1963.0,6.0,5,10800,311.0,0,3,1.0,6,127000
RL,1967.0,5.0,6,8050,308.0,0,3,1.0,5,127000
RL,1967.0,5.0,5,10355,318.0,0,3,2.0,5,143000
RL,1965.0,5.0,7,10289,515.0,0,3,1.0,6,156000
RL,,5.0,5,9503,484.0,0,2,1.0,6,144000
RL,,5.0,4,10624,352.0,0,6,2.0,10,119000
RL,1964.0,4.0,5,10899,530.0,0,2,2.0,8,103000
RL,1960.0,5.0,5,12342,286.0,0,3,1.0,6,139900
RL,,6.0,8,12772,301.0,0,2,1.0,5,151500
RL,1960.0,5.0,5,8892,461.0,0,3,1.0,6,126500
RL,1958.0,6.0,8,10482,264.0,0,3,,6,145000
RL,1958.0,5.0,7,7535,297.0,0,2,1.0,5,120000
RL,1956.0,5.0,5,7450,396.0,0,2,,6,124000
RL,,5.0,7,8339,294.0,0,3,,5,106500
RL,1961.0,5.0,5,14357,440.0,0,2,1.0,6,140500
RL,1961.0,5.0,7,8243,784.0,0,3,1.0,5,137500
RL,,5.0,7,8680,312.0,0,3,1.0,5,117600
RL,1966.0,7.0,6,8800,440.0,0,3,2.0,6,163500
RL,1965.0,6.0,5,9200,440.0,0,3,2.0,5,161000
RL,1964.0,6.0,7,9350,309.0,0,3,2.0,7,158000
RL,1964.0,6.0,7,8800,539.0,0,5,2.0,8,224500
RL,1964.0,6.0,5,11382,286.0,0,3,,7,147000
RL,1959.0,6.0,7,22002,510.0,0,3,1.0,6,200000
RL,1960.0,6.0,6,14585,572.0,0,3,1.0,7,181900
RL,,5.0,6,7388,624.0,0,3,1.0,7,150750
RL,1962.0,4.0,5,9842,462.0,0,2,,6,101800
RL,1950.0,6.0,5,8280,306.0,0,2,1.0,4,124000
RL,1940.0,5.0,7,12172,512.0,0,2,1.0,4,138500
RL,1946.0,,3,5000,0.0,0,1,1.0,2,39300
RL,1946.0,3.0,3,5000,0.0,0,2,,4,64500
RL,1945.0,,5,3500,0.0,0,2,,4,64000
RL,,5.0,8,5175,308.0,0,2,1.0,5,112000
RL,1964.0,6.0,6,9500,540.0,0,4,1.0,9,165000
RL,,5.0,6,9600,288.0,0,2,,6,144000
RL,1948.0,5.0,5,11345,400.0,0,4,2.0,10,137000
RL,,,5,9492,240.0,0,3,1.0,6,105000
RL,1942.0,5.0,7,9480,312.0,0,3,1.0,7,146500
RL,1968.0,5.0,5,8668,792.0,0,4,2.0,8,126000
RL,1966.0,5.0,6,10050,432.0,0,3,2.0,6,175000
RL,1961.0,6.0,5,9600,525.0,0,3,1.0,6,158500
RL,1958.0,5.0,5,10150,275.0,0,2,,5,114500
RL,,5.0,5,11344,315.0,0,3,1.0,7,144000
RL,1965.0,6.0,5,18450,596.0,0,3,2.0,7,129000
RL,1957.0,6.0,7,8760,315.0,0,2,1.0,4,141000
RL,,5.0,6,6860,308.0,0,3,1.0,6,131000
RL,1963.0,5.0,7,8250,692.0,0,3,1.0,6,142100
RL,1958.0,5.0,6,8176,308.0,0,3,1.0,6,139000
RL,,6.0,6,9750,301.0,0,4,,7,157900
RL,1954.0,5.0,7,9250,260.0,0,3,1.0,6,139400
RL,1957.0,6.0,6,11988,336.0,0,3,1.0,6,150000
RL,1960.0,5.0,5,9100,336.0,0,3,1.0,6,120000
RL,1957.0,6.0,6,9736,464.0,0,4,,8,174850
RL,,5.0,5,9770,308.0,0,2,1.0,5,116000
RL,1956.0,5.0,5,10152,286.0,0,3,,6,135000
RL,1970.0,6.0,3,12155,484.0,0,3,2.0,7,163500
RL,1955.0,5.0,6,12198,310.0,0,3,1.0,7,130000
RL,,5.0,5,10050,336.0,0,3,1.0,5,129500
RL,,5.0,9,11556,336.0,0,3,,6,142000
RL,1958.0,5.0,5,8078,484.0,0,4,2.0,8,128600
RL,1952.0,6.0,6,10950,410.0,0,2,1.0,5,125000
RL,1953.0,6.0,7,7942,293.0,0,3,1.0,6,136000
RL,1953.0,5.0,7,8923,240.0,0,2,,6,134500
RL,1956.0,5.0,8,8540,252.0,0,3,1.0,5,127000
RL,,5.0,5,7134,572.0,0,3,1.0,6,130000
RL,,,4,7150,352.0,0,4,,7,115000
RL,1955.0,5.0,5,8400,390.0,0,3,,5,116900
RL,,5.0,7,13300,252.0,0,2,1.0,4,132000
RL,1953.0,4.0,6,9532,280.0,368,3,1.0,6,153000
RL,,5.0,5,15783,420.0,0,2,1.0,6,112500
RL,1890.0,4.0,7,14190,0.0,0,3,2.0,7,138000
RL,1949.0,5.0,7,9600,576.0,0,2,1.0,4,135000
RL,1953.0,5.0,6,12099,371.0,0,3,,7,156000
RL,1935.0,5.0,4,21281,1200.0,0,4,3.0,9,301600
RL,,5.0,6,10134,240.0,0,2,,5,109000
RL,1956.0,4.0,6,5500,0.0,0,1,1.0,4,103200
RL,1925.0,4.0,7,10284,580.0,0,1,2.0,6,128500
RL,1927.0,,6,10800,216.0,0,4,,5,64500
RL,1895.0,5.0,9,10800,0.0,0,3,1.0,6,148000
RL,1920.0,5.0,6,5400,216.0,0,2,,4,86000
RL,,7.0,5,10090,276.0,0,4,,6,172000
RL,1961.0,,7,8700,240.0,0,3,,5,120000
RL,,6.0,6,8300,288.0,0,3,,5,128500
RL,1969.0,5.0,5,11606,504.0,0,5,,9,135000
RL,1949.0,5.0,7,8064,576.0,0,3,1.0,6,122900
RL,1948.0,6.0,5,11664,240.0,0,2,1.0,5,119200
RL,,6.0,6,10496,315.0,0,3,2.0,7,143000
RL,1950.0,5.0,7,7200,276.0,0,3,,6,119000
RL,1950.0,5.0,3,7200,357.0,0,3,,6,102000
RL,,,8,7200,720.0,0,3,,5,129000
RL,1960.0,5.0,7,7000,254.0,0,2,1.0,6,135000
RL,1959.0,5.0,7,7500,286.0,0,3,1.0,6,152000
RL,,5.0,6,7315,338.0,0,3,1.0,6,140000
RL,1960.0,5.0,5,7903,324.0,0,3,,6,152000
RL,1960.0,5.0,5,8000,351.0,0,3,1.0,6,156500
RL,1961.0,5.0,4,8000,0.0,0,6,2.0,10,141000
RL,1961.0,5.0,6,7000,300.0,0,3,1.0,7,99000
RL,,6.0,8,9760,440.0,0,3,2.0,7,187000
RL,,5.0,5,7590,264.0,0,4,2.0,8,169500
RL,1962.0,5.0,5,6600,294.0,0,2,1.0,5,125500
RL,1962.0,5.0,5,6760,288.0,0,3,1.0,6,130000
RM,1926.0,,7,6978,576.0,0,2,1.0,5,103000
RM,,5.0,7,9600,360.0,0,2,2.0,7,132000
RM,,6.0,6,6000,576.0,0,3,,6,127500
RM,1922.0,5.0,5,4480,184.0,0,2,1.0,4,89500
RM,1980.0,,5,7200,672.0,0,2,,4,140000
RM,1920.0,5.0,6,3153,180.0,0,2,1.0,5,99900
RM,1885.0,,7,10800,273.0,0,2,,6,100000
RM,1940.0,5.0,8,7200,379.0,0,2,,5,130000
RM,1900.0,5.0,8,9000,576.0,0,2,1.0,6,135000
RM,1948.0,3.0,7,6000,308.0,0,2,1.0,6,120000
RM,1937.0,,7,5925,672.0,0,2,1.0,7,89471
RM,1900.0,4.0,6,5925,252.0,0,3,,6,85000
RM,1920.0,4.0,4,6000,308.0,0,2,,5,108500
RM,1900.0,4.0,8,9639,342.0,0,4,2.0,7,137000
RM,1945.0,5.0,9,3880,0.0,0,2,1.0,4,110500
RM,1923.0,5.0,6,8520,480.0,0,2,1.0,5,100000
RM,1910.0,8.0,9,10337,816.0,0,3,2.0,7,184900
RM,1927.0,6.0,6,9863,374.0,0,4,1.0,9,145000
RM,1925.0,5.0,8,9600,250.0,0,3,,6,125000
RM,1910.0,,7,4571,480.0,0,3,1.0,6,114000
RM,1900.0,5.0,5,13600,560.0,0,5,2.0,10,90000
RM,1910.0,,8,8398,468.0,0,3,2.0,6,144100
RM,1880.0,,4,9900,205.0,0,5,,8,117500
RM,,,7,3600,336.0,0,3,1.0,6,124500
RM,,7.0,8,13500,576.0,0,3,2.0,8,185000
C (all),,6.0,6,7200,506.0,0,4,2.0,9,133900
RM,1926.0,6.0,7,5400,216.0,0,3,2.0,5,152000
RM,1948.0,5.0,6,8100,812.0,0,2,,5,153500
RM,1890.0,7.0,8,10800,704.0,0,3,,8,159500
RM,,5.0,5,9439,160.0,0,2,1.0,6,87000
RM,1956.0,4.0,6,8626,331.0,0,2,1.0,5,104500
RM,1949.0,4.0,7,11800,384.0,0,1,,6,110000
RL,1925.0,5.0,7,6854,308.0,0,1,1.0,6,136500
RM,1950.0,5.0,6,8674,308.0,0,3,1.0,6,128250
RL,,,5,8731,495.0,0,3,1.0,6,144000
RL,1923.0,6.0,7,8737,440.0,0,3,1.0,6,210000
RM,1939.0,5.0,7,6125,224.0,0,3,2.0,6,135000
RM,1939.0,6.0,6,6000,217.0,0,3,1.0,6,128000
RM,1941.0,6.0,6,6000,440.0,0,3,,6,131000
RM,1939.0,5.0,7,6120,240.0,0,2,1.0,5,113000
RM,1938.0,6.0,5,6240,528.0,0,3,,6,126000
RM,1939.0,5.0,8,6240,280.0,0,4,1.0,7,132000
RM,1930.0,,7,6240,230.0,0,3,1.0,6,131750
RM,1926.0,5.0,6,6120,379.0,0,2,,6,132500
RM,1920.0,,8,6120,180.0,0,4,1.0,8,137500
RM,1929.0,7.0,8,6120,576.0,0,2,,5,132000
RM,1931.0,,6,6240,560.0,0,3,1.0,6,127500
RM,1926.0,6.0,5,6180,180.0,0,2,1.0,5,102000
RM,1918.0,6.0,8,7755,408.0,0,4,,8,200000
RL,1919.0,6.0,6,13515,520.0,0,3,1.0,8,180500
RL,1920.0,6.0,7,8850,576.0,0,3,,7,165000
RL,1926.0,5.0,5,8550,576.0,0,4,1.0,7,90000
RL,1915.0,6.0,7,8730,384.0,0,3,,7,153575
RM,1929.0,7.0,6,5700,456.0,0,3,1.0,6,140000
RM,1916.0,6.0,7,8520,216.0,0,5,2.0,10,136000
RM,1901.0,5.0,4,5680,240.0,0,3,2.0,7,113000
RM,1901.0,5.0,3,5680,216.0,0,2,1.0,6,117000
RM,1931.0,7.0,4,7758,240.0,0,4,1.0,7,169500
RM,1930.0,7.0,7,7449,280.0,0,3,,6,139400
RM,,,6,13200,658.0,0,5,3.0,9,202500
RM,,6.0,7,6882,0.0,0,3,1.0,7,127000
RM,,6.0,6,9000,544.0,0,3,1.0,6,141000
RM,1950.0,7.0,9,9780,299.0,0,4,,8,212300
RM,1915.0,6.0,5,10320,720.0,0,3,1.0,7,161000
RM,1958.0,4.0,6,4330,436.0,0,3,2.0,5,99500
RM,1920.0,5.0,7,7200,288.0,0,3,1.0,6,101000
RM,1916.0,4.0,7,4800,440.0,0,2,1.0,5,109900
RM,1941.0,5.0,6,12358,660.0,0,2,1.0,7,128500
RM,1910.0,7.0,4,10120,308.0,0,4,,9,122000
RM,1930.0,5.0,7,4388,0.0,0,3,1.0,5,87000
RM,1910.0,4.0,1,10320,264.0,0,3,2.0,6,50000
RL,1937.0,7.0,8,12888,498.0,0,3,1.0,7,219000
RL,1946.0,,6,18030,0.0,0,3,3.0,12,200500
RL,1940.0,5.0,6,8160,240.0,0,3,1.0,7,126000
RL,1942.0,5.0,6,4484,240.0,0,2,,4,108500
RL,1963.0,5.0,5,11235,308.0,0,3,1.0,6,130000
RL,1964.0,5.0,5,11235,572.0,0,2,1.0,6,158450
RL,,,3,14299,440.0,0,3,1.0,5,115400
RL,,4.0,5,7943,261.0,0,3,1.0,5,118500
RL,1964.0,5.0,8,14149,528.0,0,3,,5,165000
RL,1966.0,5.0,4,11677,264.0,0,3,1.0,6,123000
RL,1966.0,,5,8400,240.0,0,3,1.0,6,129000
RL,,5.0,5,7094,384.0,0,3,1.0,5,125000
RL,,5.0,5,8978,300.0,0,3,,6,108000
RL,1971.0,,6,8425,576.0,0,2,,6,119900
RL,1968.0,,5,8665,264.0,0,3,1.0,5,115000
RL,1967.0,5.0,5,8398,528.0,0,2,1.0,5,134500
RL,1966.0,5.0,7,7742,386.0,0,3,,6,127000
RL,1968.0,5.0,5,8724,450.0,0,3,1.0,5,129000
RL,1977.0,6.0,5,8197,528.0,0,3,,7,143500
RL,1966.0,5.0,7,8169,315.0,0,3,1.0,6,129000
RL,,5.0,5,14175,323.0,0,3,1.0,6,187000
RL,1920.0,5.0,4,16779,638.0,0,4,3.0,11,158000
RL,1918.0,5.0,7,25339,576.0,0,3,2.0,7,112000
RL,1940.0,7.0,8,6960,224.0,0,2,1.0,6,165250
RL,1954.0,6.0,5,11375,494.0,0,3,,6,150000
RL,1958.0,5.0,6,13770,303.0,0,3,1.0,6,137000
RL,1945.0,4.0,7,9000,460.0,0,3,1.0,5,89500
RL,,7.0,5,115149,739.0,0,2,2.0,5,302000
RL,1984.0,6.0,5,11075,552.0,0,3,2.0,7,182000
RL,1988.0,,5,10029,521.0,0,4,,8,211000
RL,,5.0,7,17541,576.0,0,3,2.0,6,216000
RL,1953.0,5.0,5,22692,649.0,0,3,2.0,6,130000
RL,1946.0,4.0,5,17808,336.0,0,2,,4,109900
RL,1954.0,6.0,7,12671,527.0,0,4,3.0,6,255000
RL,1950.0,6.0,7,12615,576.0,0,4,2.0,7,243000
RL,1954.0,6.0,6,10512,332.0,0,3,1.0,6,154000
RL,,5.0,5,5400,399.0,0,3,,6,118000
RL,,4.0,5,11515,308.0,0,3,1.0,5,80000
RL,1977.0,,3,7711,0.0,0,4,,8,150000
RL,1920.0,4.0,7,9098,0.0,0,2,1.0,5,86000
RL,1984.0,5.0,6,3869,264.0,0,2,2.0,5,130000
RL,1951.0,5.0,6,9280,256.0,0,4,,7,125000
RL,1951.0,5.0,6,11100,253.0,0,4,1.0,7,136500
RL,1920.0,4.0,5,7550,280.0,0,4,,7,96000
RL,1957.0,5.0,6,9060,252.0,0,3,1.0,7,120000
RL,1984.0,6.0,5,23920,515.0,444,4,2.0,7,228500
RL,1990.0,7.0,5,10357,719.0,0,3,2.0,6,179900
RL,1990.0,7.0,5,13474,746.0,0,4,2.0,8,225000
RL,1986.0,7.0,5,10380,576.0,0,4,2.0,8,301000
RL,,7.0,5,13125,833.0,0,4,,8,238000
RL,,7.0,6,11287,575.0,0,3,2.0,7,228500
RL,,7.0,5,9317,499.0,0,3,,7,220000
RL,2007.0,7.0,5,9965,792.0,0,4,2.0,10,383970
RL,2006.0,8.0,5,9965,1052.0,0,4,3.0,11,424870
RL,2007.0,8.0,5,9178,870.0,0,3,2.0,7,250000
RL,2006.0,8.0,5,10481,894.0,0,3,2.0,8,360000
RL,2006.0,7.0,5,10652,840.0,0,3,2.0,7,279500
RL,2007.0,7.0,5,11175,440.0,0,3,2.0,6,200141
RL,2007.0,8.0,5,10235,870.0,0,3,2.0,7,246500
RL,,8.0,5,9588,868.0,0,3,2.0,10,276000
RL,2005.0,7.0,5,8814,508.0,0,3,,6,203000
RL,2006.0,7.0,5,11103,440.0,0,3,2.0,8,155835
RL,2006.0,7.0,5,8556,826.0,0,2,2.0,5,194000
RL,2007.0,7.0,5,6762,628.0,0,2,2.0,6,195400
RL,,7.0,5,11750,796.0,0,3,2.0,7,217000
RL,2006.0,8.0,5,8760,674.0,0,3,2.0,7,212999
RL,2005.0,7.0,5,7242,524.0,0,2,2.0,6,175900
RL,2005.0,7.0,5,9316,578.0,0,3,2.0,7,191000
RL,2006.0,6.0,5,9317,440.0,0,3,,6,176432
RL,1988.0,,5,14364,454.0,0,3,,7,277000
RL,1988.0,7.0,5,8883,619.0,0,3,2.0,7,207000
RL,,6.0,7,159000,389.0,0,4,2.0,7,277000
RL,1992.0,6.0,5,53107,501.0,0,3,2.0,9,240000
RL,1966.0,,8,12205,444.0,0,5,2.0,9,187500
RL,1976.0,8.0,6,20064,529.0,0,0,0.0,5,279000
RL,1994.0,5.0,5,14217,747.0,0,3,,6,139500
RL,1994.0,5.0,5,8775,299.0,0,3,1.0,5,126000
RL,1995.0,6.0,5,11249,521.0,0,3,2.0,6,177500
RL,1997.0,6.0,6,10021,497.0,0,3,,6,175000
RL,,6.0,5,9531,546.0,0,3,2.0,7,211000
RL,1994.0,5.0,7,8428,384.0,0,3,1.0,5,146000
RL,1996.0,,5,16561,242.0,0,3,1.0,6,147900
RL,1994.0,,5,8070,0.0,0,3,1.0,5,123600
RL,1997.0,6.0,5,9337,684.0,0,3,2.0,7,204750
RL,,7.0,5,10820,597.0,0,3,2.0,7,235500
RL,1998.0,7.0,5,12352,534.0,0,3,2.0,7,217000
RL,2001.0,,5,9543,517.0,0,3,2.0,7,190550
RL,2000.0,7.0,5,8826,486.0,0,3,2.0,7,217500
RL,2003.0,7.0,5,10665,558.0,0,3,,7,226000
RL,2003.0,7.0,5,11317,500.0,0,3,2.0,8,180000
RL,1974.0,5.0,5,11800,440.0,0,3,1.0,5,131000
RL,1976.0,5.0,5,8660,370.0,0,3,2.0,6,153500
RL,1977.0,5.0,7,9720,576.0,0,3,2.0,6,160000
RL,1977.0,5.0,5,8982,748.0,0,3,1.0,5,134900
RL,1977.0,5.0,4,16300,308.0,0,3,1.0,5,130000
RL,1975.0,,6,9675,440.0,0,3,1.0,5,120000
RL,1972.0,5.0,5,7700,461.0,0,3,1.0,5,112500
RL,1975.0,5.0,6,10356,440.0,0,3,1.0,5,122000
