Order,MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
1561,RM,2007.0,8.0,5,3843,525.0,0,2,2.0,5,294464
1562,RM,2004.0,7.0,5,3811,482.0,0,2,2.0,5,250000
1563,RM,2004.0,8.0,5,3842,482.0,0,2,2.0,5,275000
1564,RL,1996.0,7.0,5,23730,786.0,0,3,3.0,7,300000
1565,RL,2002.0,8.0,5,13265,857.0,0,3,2.0,7,271000
1566,RL,1996.0,7.0,5,11050,816.0,0,3,2.0,8,213000
1567,RL,1977.0,6.0,6,9880,358.0,576,3,1.0,6,171000
1568,RL,1977.0,6.0,6,10125,473.0,0,3,2.0,6,171500
1569,RL,1976.0,5.0,4,10260,484.0,0,4,2.0,8,100000
1570,RL,1991.0,4.0,5,9990,432.0,0,3,2.0,6,228500
1571,RL,1965.0,5.0,6,164660,529.0,0,3,2.0,7,228950
1572,RL,1986.0,,6,4084,512.0,0,2,,6,241500
1573,RL,1976.0,8.0,6,15498,665.0,0,2,2.0,10,287000
1574,RL,,8.0,5,11563,788.0,0,3,2.0,8,294000
1575,RL,2007.0,8.0,5,9520,800.0,0,3,2.0,7,293077
1576,RL,2007.0,8.0,5,12852,612.0,0,3,2.0,6,264966
1577,RL,2006.0,5.0,5,9802,400.0,0,3,2.0,6,172500
1578,RL,2006.0,5.0,5,9735,400.0,0,3,2.0,7,167500
1579,RL,2008.0,7.0,5,12018,666.0,0,3,2.0,6,218689
1580,RL,1989.0,6.0,5,12890,438.0,0,3,2.0,8,150000
1581,RL,1986.0,6.0,5,12416,616.0,0,3,2.0,7,184000
1582,RL,1986.0,6.0,5,18265,578.0,0,3,2.0,6,180000
1583,RL,1988.0,6.0,5,10200,600.0,0,3,2.0,5,175000
1584,RL,2003.0,8.0,5,11202,467.0,0,3,2.0,7,232500
1585,RL,1999.0,6.0,5,7915,435.0,0,3,,6,195000
1586,RL,2003.0,8.0,5,12244,749.0,0,4,2.0,10,305000
1587,RL,2007.0,8.0,5,11449,520.0,0,3,2.0,7,298751
1588,RL,2005.0,8.0,5,11447,892.0,0,3,2.0,7,370000
1589,RM,1997.0,7.0,5,8940,784.0,0,2,2.0,8,209200
1590,RM,1997.0,7.0,5,7060,784.0,0,2,,8,206300
1591,RL,2007.0,5.0,5,9278,0.0,0,2,,5,146000
1592,RM,,6.0,5,4500,392.0,0,2,2.0,4,160500
1593,RL,1964.0,4.0,5,14137,850.0,0,3,1.0,6,173000
1594,RM,1975.0,,6,4224,499.0,0,3,1.0,6,124000
1595,RM,1976.0,5.0,6,2665,336.0,0,3,1.0,4,115000
1596,RM,1976.0,5.0,7,2665,336.0,0,4,2.0,6,129500
1597,RM,1973.0,,7,1974,297.0,0,2,,5,105000
1598,RM,1973.0,4.0,6,1596,297.0,0,1,,4,94900
1599,RL,1968.0,5.0,6,17979,257.0,0,3,,6,152500
1600,RM,1970.0,6.0,9,1477,0.0,0,3,2.0,6,98000
1601,RM,1972.0,4.0,7,1890,0.0,0,1,1.0,3,81000
1602,RL,1954.0,5.0,5,21750,520.0,0,2,1.0,4,113000
1603,RL,1983.0,5.0,7,6490,264.0,0,2,1.0,4,128500
1604,RL,1984.0,5.0,5,6951,264.0,0,3,1.0,5,119500
1605,RL,,5.0,9,6600,264.0,0,3,1.0,5,130500
1606,RL,1982.0,5.0,8,6600,816.0,0,2,1.0,4,138000
1607,RL,1982.0,5.0,6,6600,264.0,0,3,1.0,6,134500
1608,RL,1940.0,6.0,7,12508,423.0,0,4,2.0,7,160000
1609,RL,1984.0,5.0,6,12395,484.0,0,3,1.0,6,137500
1610,RL,1969.0,5.0,4,11075,530.0,0,4,2.0,7,172000
1611,I (all),1900.0,5.0,1,56600,288.0,0,4,2.0,7,103000
1612,RL,1971.0,6.0,6,10667,525.0,0,3,2.0,7,167300
1613,RL,1970.0,7.0,5,10628,526.0,0,2,1.0,5,167000
1614,RL,1973.0,7.0,6,13651,516.0,0,3,2.0,8,244000
1615,RL,1970.0,8.0,6,15865,621.0,0,4,2.0,8,268000
1616,RL,2003.0,7.0,5,12394,433.0,0,3,2.0,7,225000
1617,RL,1995.0,6.0,5,10364,373.0,0,3,2.0,7,168000
1618,RL,1997.0,6.0,6,13869,388.0,0,3,2.0,6,177000
1619,RL,1997.0,6.0,5,8773,460.0,0,3,,7,169000
1620,RL,1997.0,,5,8872,390.0,0,3,2.0,7,161500
1621,RL,,8.0,5,5330,499.0,0,2,2.0,6,251000
1622,RL,1994.0,,5,10147,398.0,0,3,2.0,7,160000
1623,RL,1999.0,6.0,5,8637,451.0,0,3,2.0,7,180000
1624,RL,1996.0,7.0,5,7875,420.0,0,3,2.0,6,178750
1625,RL,1995.0,7.0,5,7875,402.0,0,3,2.0,6,176000
1626,RL,1999.0,6.0,5,7500,482.0,0,5,3.0,7,204000
1627,RL,1992.0,,5,9556,420.0,0,3,2.0,6,160000
1628,RL,1991.0,7.0,5,10784,402.0,0,3,2.0,7,160000
1629,RL,,7.0,5,9125,392.0,0,3,,7,163900
1630,RL,1993.0,6.0,5,7655,392.0,0,3,,7,168000
1631,RL,1964.0,6.0,6,18160,480.0,0,3,1.0,6,154204
1632,RL,1986.0,8.0,5,3696,461.0,0,2,1.0,5,170000
1633,RL,1984.0,7.0,5,5062,577.0,0,3,,6,207500
1634,RL,1988.0,8.0,5,4740,480.0,0,2,,5,182000
1635,RL,1990.0,8.0,5,5118,484.0,0,1,1.0,4,212000
1636,RL,2005.0,9.0,5,14157,676.0,0,3,2.0,8,377426
1637,RL,2005.0,8.0,5,12328,729.0,0,4,3.0,10,349265
1638,RL,2006.0,9.0,5,51974,1110.0,0,4,2.0,8,591587
1639,RL,1969.0,,5,41600,828.0,0,3,1.0,7,155000
1640,RL,2006.0,9.0,5,8035,556.0,0,2,,6,319900
1641,RL,2007.0,8.0,6,8089,567.0,0,2,2.0,7,392000
1642,RL,2006.0,8.0,5,14082,724.0,0,1,1.0,7,441929
1643,RL,2006.0,10.0,5,13870,724.0,0,3,2.0,8,455000
1644,RL,1981.0,6.0,7,12546,467.0,0,3,2.0,7,182900
1645,RL,1984.0,6.0,5,10960,480.0,0,3,,5,174000
1646,RL,1984.0,,7,12090,477.0,0,3,3.0,7,178000
1647,RL,,7.0,7,12090,484.0,0,3,2.0,6,176000
1648,RL,1978.0,7.0,6,12299,663.0,0,3,2.0,7,213000
1649,RL,1979.0,7.0,5,11339,481.0,0,4,2.0,9,192000
1650,RL,1977.0,7.0,6,11952,534.0,0,3,2.0,8,190000
1651,RL,1976.0,6.0,6,12046,551.0,0,4,2.0,8,195000
1652,RL,1978.0,,6,10395,564.0,0,3,2.0,6,148000
1653,RL,1984.0,6.0,6,11850,495.0,0,3,2.0,6,151500
1654,RL,1979.0,7.0,6,11584,550.0,0,3,2.0,6,197000
1655,RL,1979.0,6.0,5,10400,478.0,0,2,2.0,5,192350
1656,RL,1969.0,5.0,5,10793,462.0,0,4,2.0,7,152000
1657,RL,1971.0,6.0,5,13001,944.0,0,2,2.0,6,170000
1658,RL,1971.0,5.0,6,12243,487.0,0,3,2.0,7,175000
1659,RL,1968.0,6.0,6,11700,539.0,0,3,1.0,7,175000
1660,RL,1976.0,7.0,7,12384,550.0,0,3,2.0,7,197900
1661,RL,1976.0,7.0,6,8991,585.0,0,3,2.0,5,174000
1662,RL,1974.0,6.0,6,8000,488.0,0,4,2.0,8,178900
1663,RL,1971.0,5.0,7,10500,288.0,0,3,1.0,5,139000
1664,RL,1971.0,6.0,5,10530,576.0,0,3,1.0,5,143250
1665,RL,1972.0,,9,7472,484.0,0,4,1.0,7,184000
1666,RL,1970.0,5.0,6,9457,576.0,0,3,1.0,7,155000
1667,RL,1970.0,5.0,5,7920,368.0,0,3,1.0,5,133000
1668,RL,1971.0,,5,9758,280.0,0,3,1.0,5,119500
1669,RL,,,5,8294,480.0,0,3,1.0,5,123000
1670,RL,1971.0,,6,7340,684.0,0,2,1.0,4,110000
1671,RL,1961.0,4.0,7,17199,270.0,0,2,1.0,4,128000
1672,RL,,,6,9000,528.0,0,3,1.0,5,120500
1673,RH,1998.0,7.0,5,4058,367.0,0,1,1.0,4,133000
1674,RH,2001.0,6.0,5,4113,511.0,0,2,2.0,5,155000
1675,RH,1997.0,6.0,5,10943,522.0,0,2,2.0,5,177000
1676,RM,1973.0,6.0,6,2205,264.0,0,3,1.0,6,113500
1677,RM,1973.0,6.0,5,1890,264.0,0,3,1.0,7,113000
1678,RM,1973.0,6.0,5,2058,264.0,0,4,1.0,7,113700
1679,RM,1970.0,5.0,5,2016,440.0,0,3,2.0,6,106000
1680,RM,1971.0,5.0,5,1920,440.0,0,2,1.0,6,122500
1681,RL,1976.0,6.0,5,4928,440.0,0,2,2.0,5,128000
1682,RL,1976.0,6.0,6,2308,440.0,0,3,2.0,7,155000
1683,RL,1978.0,7.0,7,2304,319.0,0,2,2.0,4,142500
1684,RL,1966.0,5.0,6,7150,360.0,0,3,1.0,5,129250
1685,RL,2006.0,9.0,5,12469,730.0,0,3,2.0,7,356000
1686,RL,2007.0,9.0,5,11694,774.0,0,3,2.0,9,314813
1687,RL,2007.0,8.0,5,12030,818.0,0,3,2.0,7,318000
1688,RL,2006.0,8.0,5,11825,856.0,0,3,2.0,7,322400
1689,RL,2007.0,8.0,5,12085,928.0,0,3,2.0,7,318000
1690,RL,2007.0,8.0,5,14333,938.0,0,2,2.0,7,345474
1691,RL,2006.0,9.0,5,14450,732.0,0,3,2.0,8,415298
1692,RL,2007.0,9.0,5,13641,1040.0,0,3,2.0,8,492000
1693,RL,2006.0,8.0,5,13440,670.0,0,4,2.0,11,338931
1694,RL,2005.0,10.0,5,15431,878.0,0,2,2.0,7,450000
1695,RL,2006.0,7.0,5,14154,947.0,0,3,2.0,9,280000
1696,RL,2007.0,9.0,5,13891,932.0,0,3,2.0,8,479069
1697,RL,2006.0,8.0,5,14226,895.0,0,3,2.0,9,395000
1698,RL,2006.0,9.0,5,13693,694.0,0,3,2.0,9,380000
1699,RL,2006.0,8.0,5,11428,866.0,0,3,2.0,7,250000
1700,RL,2006.0,8.0,5,14977,908.0,0,2,2.0,7,440000
1701,RL,2005.0,9.0,5,13654,814.0,0,4,2.0,9,418000
1702,RL,2007.0,10.0,5,17169,1174.0,0,2,2.0,7,500067
1703,RL,2007.0,8.0,5,16659,728.0,0,3,2.0,7,260116
1704,RL,2004.0,8.0,5,9591,852.0,0,4,2.0,9,317000
1705,RL,,8.0,5,9709,786.0,0,3,2.0,8,319500
1706,RL,2007.0,8.0,5,10562,789.0,0,3,1.0,8,325624
1707,RL,2006.0,9.0,5,13615,843.0,0,3,2.0,7,372000
1708,RL,,8.0,5,13069,916.0,0,5,2.0,11,342000
1709,RL,2004.0,8.0,5,12099,872.0,0,4,2.0,10,354000
1710,RL,2003.0,8.0,5,14277,818.0,0,3,2.0,7,350000
1711,RL,2003.0,8.0,5,11999,656.0,0,4,,10,285000
1712,RL,2007.0,8.0,5,12568,774.0,0,3,2.0,8,281500
1713,RL,2005.0,,5,9926,878.0,0,3,,7,245700
1714,RL,2005.0,8.0,5,9254,554.0,0,3,2.0,7,232698
1715,RL,2006.0,8.0,5,10732,876.0,0,3,2.0,7,250000
1716,RL,2005.0,6.0,5,7577,460.0,0,2,2.0,6,194700
1717,RL,2005.0,6.0,5,3901,631.0,0,1,1.0,5,204000
1718,RL,2005.0,6.0,5,3903,631.0,0,1,1.0,5,200000
1719,RL,2005.0,6.0,5,6289,460.0,0,2,2.0,6,207000
1720,RL,2006.0,8.0,5,4590,627.0,0,2,2.0,6,209500
1721,RL,2006.0,8.0,5,4590,627.0,0,2,,6,209500
1722,RL,2006.0,8.0,5,6442,484.0,0,2,,6,202500
1723,RL,2005.0,9.0,5,7841,564.0,0,2,2.0,6,280000
1724,RL,2005.0,,5,7313,556.0,0,2,2.0,6,277500
1725,RL,2007.0,9.0,5,7820,617.0,0,2,2.0,6,318061
1726,RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,221370
1727,RL,2003.0,7.0,5,3242,478.0,0,2,2.0,6,200000
1728,RL,2007.0,6.0,5,15810,572.0,0,3,3.0,7,181755
1729,RL,2005.0,,5,10237,400.0,0,3,,6,176000
1730,RL,2005.0,6.0,5,10237,393.0,0,3,2.0,8,178900
1731,RL,2006.0,7.0,5,13204,454.0,0,3,2.0,6,168165
1732,RL,2006.0,6.0,5,8857,440.0,0,3,2.0,7,171925
1733,RL,2006.0,6.0,5,9729,350.0,0,3,2.0,6,198444
1734,RL,2005.0,6.0,5,12216,388.0,0,3,2.0,6,203000
1735,RL,,7.0,5,9018,400.0,0,3,2.0,8,179540
1736,RL,2007.0,7.0,5,8993,436.0,0,3,2.0,6,176485
1737,RL,2007.0,7.0,5,8899,396.0,0,3,2.0,6,181134
1738,RL,2006.0,6.0,5,8499,432.0,0,3,2.0,6,156932
1739,RL,2007.0,6.0,5,8229,440.0,0,3,2.0,6,166000
1740,RL,,7.0,5,7713,400.0,0,3,2.0,7,177594
1741,RL,2007.0,7.0,6,7697,462.0,0,3,,6,173500
1742,RL,2006.0,7.0,5,3922,648.0,0,2,2.0,6,172500
1743,RL,,7.0,5,3922,648.0,0,2,0.0,7,194201
1744,RL,2003.0,8.0,5,3621,630.0,0,2,2.0,7,226500
1745,RL,2007.0,7.0,5,3710,388.0,0,2,2.0,6,185485
1746,RL,2004.0,7.0,5,14572,630.0,0,3,2.0,7,259000
1747,RL,2004.0,7.0,5,16219,437.0,0,2,2.0,5,188500
1748,RL,2004.0,7.0,5,11084,400.0,0,3,2.0,8,175000
1749,RL,2004.0,7.0,5,11796,434.0,0,4,2.0,8,215000
1750,RL,2006.0,7.0,5,10936,534.0,0,3,2.0,6,206580
1751,RL,2004.0,7.0,5,8244,440.0,0,3,2.0,7,183500
1752,RL,2003.0,7.0,5,11950,400.0,0,3,2.0,7,165500
1753,RL,2003.0,7.0,5,7875,434.0,0,4,2.0,8,211000
1754,RL,2000.0,6.0,5,8063,463.0,0,3,2.0,7,181000
1755,RL,2002.0,,5,8740,435.0,0,4,2.0,8,219500
1756,RL,1999.0,6.0,5,7917,460.0,0,3,2.0,7,175000
1757,RL,2000.0,7.0,5,9967,400.0,0,3,2.0,8,170000
1758,RL,2003.0,7.0,5,7750,400.0,0,3,2.0,6,162000
1759,RL,2000.0,,5,9487,442.0,0,3,2.0,7,187000
1760,RL,,6.0,5,9649,460.0,0,3,2.0,7,185000
1761,RL,1996.0,10.0,5,15623,813.0,555,4,3.0,10,745000
1762,RL,1997.0,8.0,5,12191,925.0,0,4,2.0,8,384500
1763,RL,2000.0,8.0,5,11000,648.0,0,4,2.0,8,248000
1764,RL,2001.0,10.0,5,11400,804.0,0,2,2.0,8,466500
1765,RL,1998.0,9.0,5,10557,806.0,0,4,2.0,9,410000
1766,RL,1998.0,8.0,5,11002,758.0,0,4,2.0,9,322500
1767,RL,1998.0,7.0,5,10790,600.0,0,4,2.0,8,252000
1768,RL,1994.0,10.0,6,21535,832.0,0,4,3.0,10,755000
1769,RL,1996.0,7.0,5,9920,455.0,0,3,,8,269790
1770,RL,1996.0,7.0,5,11787,834.0,0,3,2.0,8,315750
1771,RL,1995.0,7.0,5,9950,721.0,0,4,2.0,9,290000
1772,RL,1995.0,8.0,5,12257,752.0,0,4,2.0,9,290000
1773,RL,1992.0,8.0,5,12692,546.0,0,4,3.0,10,430000
1774,RL,1992.0,8.0,5,11762,517.0,0,4,2.0,9,263000
1775,RL,1996.0,8.0,5,9044,933.0,0,4,2.0,8,330000
1776,RL,2007.0,7.0,6,9910,605.0,0,3,2.0,5,213133
1777,RL,2007.0,8.0,5,11830,852.0,0,3,2.0,6,260261
1778,RL,2006.0,9.0,5,11670,788.0,0,3,2.0,8,320000
1779,RL,2007.0,8.0,5,15256,754.0,0,3,2.0,6,282922
1780,RL,2006.0,8.0,5,10612,484.0,0,3,2.0,7,215000
1781,RL,2007.0,10.0,5,12291,1092.0,0,1,2.0,6,419005
1782,RL,,8.0,5,13501,865.0,0,3,2.0,8,255000
1783,RL,2006.0,8.0,5,9986,895.0,0,2,2.0,7,147000
1784,RL,2007.0,7.0,5,9965,480.0,0,3,3.0,6,235876
1785,RL,2007.0,7.0,5,9416,786.0,0,3,2.0,8,311872
1786,RL,2007.0,7.0,6,9849,954.0,0,3,2.0,7,248328
1787,RL,2006.0,8.0,5,10000,825.0,0,3,2.0,7,227000
1788,RL,2005.0,8.0,5,8847,484.0,0,3,2.0,7,260000
1789,RL,2007.0,8.0,5,9158,474.0,0,3,2.0,7,225000
1790,RL,,7.0,5,8251,672.0,0,3,2.0,7,249000
1791,RL,2004.0,8.0,5,10084,636.0,0,3,2.0,7,307000
1792,RL,2006.0,7.0,5,9605,574.0,0,3,2.0,7,250000
1793,RL,2006.0,8.0,5,8778,859.0,0,3,2.0,7,221300
1794,FV,2007.0,8.0,5,8640,598.0,0,3,2.0,6,208900
1795,FV,2006.0,7.0,5,9000,575.0,0,3,2.0,6,210400
1796,FV,2007.0,8.0,5,8640,590.0,0,3,,8,255000
1797,FV,2007.0,5.0,5,10411,561.0,0,3,3.0,8,212109
1798,FV,2006.0,8.0,5,9000,1025.0,0,3,2.0,8,270000
1799,FV,2007.0,8.0,5,9000,550.0,0,4,2.0,11,303477
1800,FV,2007.0,,5,12217,880.0,0,3,2.0,8,310013
1801,FV,2006.0,8.0,5,11096,826.0,0,3,2.0,7,249700
1802,FV,2007.0,7.0,6,10207,578.0,0,3,3.0,7,227875
1803,FV,2007.0,8.0,5,10440,594.0,0,2,2.0,6,261329
1804,FV,2006.0,8.0,5,11824,658.0,0,2,2.0,5,253000
1805,FV,2004.0,6.0,5,10625,744.0,0,4,2.0,9,265000
1806,FV,2004.0,8.0,5,11143,610.0,0,4,3.0,8,340000
1807,RL,2006.0,6.0,5,7500,0.0,0,3,1.0,6,146000
1808,RL,2006.0,7.0,5,7500,0.0,0,3,1.0,5,147000
1809,RL,2003.0,5.0,5,12450,576.0,0,3,1.0,6,149000
1810,RL,2006.0,7.0,5,7441,566.0,0,3,2.0,7,181000
1811,RL,,6.0,5,8462,471.0,0,3,2.0,7,201000
1812,RL,1993.0,6.0,5,11613,492.0,0,3,2.0,7,191750
1813,RL,2000.0,7.0,5,8450,539.0,0,3,2.0,6,179000
1814,RL,1998.0,7.0,5,16196,514.0,0,3,2.0,5,215000
1815,RL,1992.0,6.0,5,8012,529.0,0,2,2.0,5,179200
1816,RL,1980.0,6.0,5,8012,283.0,0,2,1.0,5,128000
1817,RL,1983.0,,7,9180,504.0,0,2,1.0,5,144000
1818,RH,1977.0,5.0,5,8400,630.0,0,4,2.0,10,144000
1819,RL,1977.0,5.0,5,6285,308.0,0,2,1.0,5,120750
1820,RL,1963.0,5.0,6,8480,624.0,0,2,1.0,5,132500
1821,RL,1962.0,5.0,5,7420,576.0,0,3,1.0,6,132000
1822,RL,1962.0,5.0,7,7758,264.0,0,3,1.0,6,132500
1823,RL,1961.0,4.0,5,6970,544.0,0,3,,5,129000
1824,RL,1962.0,5.0,5,13673,349.0,0,3,1.0,8,143900
1825,RL,1968.0,5.0,7,7476,686.0,0,3,1.0,5,145000
1826,RL,1961.0,5.0,5,9945,572.0,0,3,1.0,5,128500
1827,RL,1967.0,5.0,6,6173,288.0,0,3,,6,125500
1828,RL,1990.0,7.0,5,19522,564.0,0,3,2.0,7,300000
1829,RL,1974.0,7.0,7,17542,518.0,0,3,2.0,9,294000
1830,RL,1974.0,,5,10751,431.0,0,2,1.0,5,129000
1831,RL,1975.0,5.0,5,16647,611.0,0,3,2.0,6,171000
1832,RL,1973.0,6.0,7,12712,542.0,0,2,1.0,5,147000
1833,RL,1990.0,8.0,5,9572,750.0,0,4,2.0,9,302000
1834,RL,,8.0,5,10678,541.0,0,4,2.0,9,285000
1835,FV,2004.0,8.0,5,4379,540.0,0,2,2.0,6,214000
1836,FV,2006.0,8.0,5,3523,484.0,0,2,2.0,5,166000
1837,FV,2006.0,8.0,5,3784,476.0,0,2,2.0,5,193800
1838,FV,2006.0,7.0,5,4230,466.0,0,2,2.0,5,208900
1839,FV,2006.0,7.0,5,3606,466.0,0,2,2.0,5,194000
1840,FV,2006.0,8.0,5,5330,528.0,0,2,2.0,5,207500
1841,FV,2006.0,7.0,5,4274,569.0,0,1,1.0,4,199900
1842,FV,2006.0,7.0,5,4251,528.0,0,2,2.0,5,164700
1843,FV,,6.0,5,2280,440.0,0,3,2.0,6,176500
1844,FV,1999.0,6.0,5,3230,440.0,0,2,2.0,5,176000
1845,FV,2000.0,6.0,5,2117,440.0,0,2,2.0,4,168500
1846,FV,2000.0,6.0,5,2117,440.0,0,3,2.0,4,177000
1847,FV,2000.0,6.0,5,2117,440.0,0,3,2.0,5,177000
1848,FV,2004.0,7.0,5,5105,480.0,0,2,2.0,4,148800
1849,FV,1999.0,8.0,5,2645,492.0,0,2,2.0,5,174000
1850,FV,1997.0,7.0,5,7399,576.0,0,3,,7,239000
1851,FV,1999.0,7.0,5,7321,625.0,0,3,2.0,5,204000
1852,FV,2003.0,8.0,5,8010,552.0,0,3,,8,301000
1853,FV,1998.0,8.0,5,8413,1105.0,0,3,2.0,8,312500
1854,RL,1994.0,8.0,5,9466,478.0,0,1,1.0,5,279700
1855,RL,1980.0,7.0,6,12000,546.0,0,3,2.0,8,255000
1856,RL,1978.0,5.0,7,16157,588.0,0,2,1.0,5,194000
1857,RL,1976.0,5.0,8,10768,528.0,0,3,2.0,6,218000
1858,RL,1978.0,8.0,6,3840,571.0,0,1,1.0,4,213750
1859,RL,1976.0,6.0,7,9600,512.0,0,3,2.0,7,187000
1860,RL,1976.0,6.0,8,9600,460.0,0,3,2.0,6,181500
1861,RL,1981.0,8.0,5,17778,676.0,0,2,2.0,7,373000
1862,RL,1977.0,5.0,5,18890,600.0,0,4,2.0,12,190000
1863,FV,,7.0,5,7050,650.0,0,3,2.0,7,226000
1864,RL,,6.0,6,11700,412.0,0,3,1.0,7,143450
1865,RL,1970.0,6.0,6,8000,570.0,0,4,2.0,8,240050
1866,RL,1969.0,6.0,6,8723,480.0,0,3,1.0,6,162500
1867,RL,1968.0,6.0,5,11700,528.0,0,3,,6,164000
1868,RL,1972.0,7.0,7,11358,515.0,0,3,2.0,8,185000
1869,RL,1993.0,7.0,6,9547,472.0,0,2,2.0,6,188500
1870,RL,1993.0,7.0,6,10530,473.0,0,3,2.0,8,255000
1871,RL,1976.0,5.0,6,11500,528.0,0,4,2.0,8,136905
1872,RL,1966.0,6.0,7,10738,484.0,0,3,2.0,6,158500
1873,RL,1973.0,7.0,6,9600,528.0,0,3,1.0,6,175500
1874,RL,1963.0,6.0,5,10800,311.0,0,3,1.0,6,127000
1875,RL,1967.0,5.0,6,8050,308.0,0,3,1.0,5,127000
1876,RL,1967.0,5.0,5,10355,318.0,0,3,2.0,5,143000
1877,RL,1965.0,5.0,7,10289,515.0,0,3,1.0,6,156000
1878,RL,1958.0,5.0,5,9503,484.0,0,2,,6,144000
1879,RL,1964.0,5.0,4,10624,352.0,0,6,2.0,10,119000
1880,RL,1964.0,,5,10899,530.0,0,2,2.0,8,103000
1881,RL,1960.0,5.0,5,12342,286.0,0,3,1.0,6,139900
1882,RL,1960.0,6.0,8,12772,301.0,0,2,1.0,5,151500
1883,RL,1960.0,5.0,5,8892,461.0,0,3,1.0,6,126500
1884,RL,1958.0,6.0,8,10482,264.0,0,3,1.0,6,145000
1885,RL,1958.0,5.0,7,7535,297.0,0,2,,5,120000
1886,RL,1956.0,5.0,5,7450,396.0,0,2,1.0,6,124000
1887,RL,1959.0,5.0,7,8339,294.0,0,3,1.0,5,106500
1888,RL,1961.0,5.0,5,14357,440.0,0,2,,6,140500
1889,RL,1961.0,,7,8243,784.0,0,3,1.0,5,137500
1890,RL,1960.0,5.0,7,8680,312.0,0,3,1.0,5,117600
1891,RL,1966.0,7.0,6,8800,440.0,0,3,2.0,6,163500
1892,RL,1965.0,6.0,5,9200,440.0,0,3,2.0,5,161000
1893,RL,1964.0,6.0,7,9350,309.0,0,3,2.0,7,158000
1894,RL,1964.0,6.0,7,8800,539.0,0,5,2.0,8,224500
1895,RL,,6.0,5,11382,286.0,0,3,1.0,7,147000
1896,RL,1959.0,6.0,7,22002,510.0,0,3,1.0,6,200000
1897,RL,1960.0,6.0,6,14585,572.0,0,3,1.0,7,181900
1898,RL,1959.0,5.0,6,7388,624.0,0,3,1.0,7,150750
1899,RL,1962.0,,5,9842,462.0,0,2,2.0,6,101800
1900,RL,1950.0,6.0,5,8280,306.0,0,2,1.0,4,124000
1901,RL,1940.0,5.0,7,12172,512.0,0,2,1.0,4,138500
1902,RL,1946.0,1.0,3,5000,0.0,0,1,1.0,2,39300
1903,RL,1946.0,,3,5000,0.0,0,2,1.0,4,64500
1904,RL,1945.0,3.0,5,3500,0.0,0,2,1.0,4,64000
1905,RL,1958.0,5.0,8,5175,308.0,0,2,1.0,5,112000
1906,RL,1964.0,6.0,6,9500,540.0,0,4,1.0,9,165000
1907,RL,1955.0,5.0,6,9600,288.0,0,2,,6,144000
1908,RL,1948.0,5.0,5,11345,400.0,0,4,2.0,10,137000
1909,RL,1941.0,5.0,5,9492,240.0,0,3,1.0,6,105000
1910,RL,1942.0,5.0,7,9480,312.0,0,3,1.0,7,146500
1911,RL,,5.0,5,8668,792.0,0,4,2.0,8,126000
1912,RL,1966.0,5.0,6,10050,432.0,0,3,2.0,6,175000
1913,RL,1961.0,6.0,5,9600,525.0,0,3,1.0,6,158500
1914,RL,1958.0,5.0,5,10150,275.0,0,2,1.0,5,114500
1915,RL,,,5,11344,315.0,0,3,1.0,7,144000
1916,RL,1965.0,6.0,5,18450,596.0,0,3,2.0,7,129000
1917,RL,1957.0,6.0,7,8760,315.0,0,2,1.0,4,141000
1918,RL,1956.0,5.0,6,6860,308.0,0,3,1.0,6,131000
1919,RL,1963.0,5.0,7,8250,692.0,0,3,1.0,6,142100
1920,RL,1958.0,5.0,6,8176,308.0,0,3,1.0,6,139000
1921,RL,1958.0,6.0,6,9750,301.0,0,4,1.0,7,157900
1922,RL,1954.0,5.0,7,9250,260.0,0,3,1.0,6,139400
1923,RL,1957.0,6.0,6,11988,336.0,0,3,1.0,6,150000
1924,RL,1960.0,5.0,5,9100,336.0,0,3,1.0,6,120000
1925,RL,1957.0,6.0,6,9736,464.0,0,4,1.0,8,174850
1926,RL,1957.0,5.0,5,9770,308.0,0,2,1.0,5,116000
1927,RL,1956.0,5.0,5,10152,286.0,0,3,1.0,6,135000
1928,RL,1970.0,6.0,3,12155,484.0,0,3,2.0,7,163500
1929,RL,1955.0,5.0,6,12198,310.0,0,3,1.0,7,130000
1930,RL,1955.0,5.0,5,10050,336.0,0,3,1.0,5,129500
1931,RL,1953.0,,9,11556,336.0,0,3,1.0,6,142000
1932,RL,1958.0,5.0,5,8078,484.0,0,4,2.0,8,128600
1933,RL,1952.0,6.0,6,10950,410.0,0,2,1.0,5,125000
1934,RL,1953.0,6.0,7,7942,293.0,0,3,1.0,6,136000
1935,RL,1953.0,5.0,7,8923,240.0,0,2,1.0,6,134500
1936,RL,1956.0,5.0,8,8540,252.0,0,3,1.0,5,127000
1937,RL,1955.0,5.0,5,7134,572.0,0,3,1.0,6,130000
1938,RL,1955.0,4.0,4,7150,352.0,0,4,1.0,7,115000
1939,RL,1955.0,5.0,5,8400,390.0,0,3,1.0,5,116900
1940,RL,1956.0,5.0,7,13300,252.0,0,2,1.0,4,132000
1941,RL,1953.0,,6,9532,280.0,368,3,1.0,6,153000
1942,RL,1952.0,5.0,5,15783,420.0,0,2,1.0,6,112500
1943,RL,1890.0,4.0,7,14190,0.0,0,3,2.0,7,138000
